beam,beam_pair,lat,lon,repeat_cycles_no,track
l,3,-69.70778758,75.58954159,4,866
r,2,-71.89380454,69.86988809,5,912
r,2,-72.07046968,70.23454526,4,340
r,2,-69.7781741,74.25451716,5,96
r,1,-70.88491177,71.85538938,3,721
l,3,-70.82553431,68.32032733,4,523
l,3,-70.33529528,68.76966717,5,965
l,1,-72.36162132,67.37656744,6,653
l,3,-70.47913869,72.76174275,3,1110
l,2,-71.68806614,71.07717067,4,348
l,1,-69.99557338,67.77565973,5,142
r,3,-69.70639981,69.10366497,5,912
l,3,-69.54358828,68.80089131,4,523
r,2,-69.55033791,68.96083423,5,912
l,2,-70.25418829,72.58641341,2,1110
l,1,-69.59698734,75.70667773,4,919
l,3,-70.51563522,72.51624683,4,668
l,3,-72.02590025,70.54140625,5,409
l,2,-70.46196305,68.81237768,5,965
l,1,-71.77736174,70.49883169,4,851
l,1,-71.90795161,69.7753439,5,912
l,1,-70.44624997,67.87013981,5,584
l,2,-69.81891797,75.28222005,3,424
r,3,-70.15053761,67.53851037,4,142
r,1,-69.70568797,68.91553512,4,523
r,2,-72.27546769,69.77651849,6,470
r,2,-72.47329554,68.75737585,6,904
r,1,-71.13243034,68.64288407,5,965
l,1,-69.61718282,75.69961449,4,919
l,2,-68.98718428,69.59888078,5,20
r,3,-70.01715232,68.69800191,6,28
r,1,-70.68034641,72.3988981,5,668
r,3,-71.81778246,70.71333693,4,851
r,3,-70.69764473,69.21601638,4,470
l,2,-70.87641654,71.76844373,3,721
l,2,-70.8054449,71.79614517,3,721
r,3,-71.92416807,69.72129876,5,470
r,1,-69.89949371,75.48500171,4,866
r,1,-72.07128372,70.36652468,4,409
r,3,-70.32806746,68.81434947,6,28
r,1,-69.75546323,68.89797301,3,523
l,2,-71.27390189,71.42565112,6,1232
l,2,-72.25065067,68.46550648,5,1034
l,2,-72.47304164,68.82434171,6,89
l,1,-69.55063126,75.87851059,3,363
r,3,-70.0145599,67.588818,4,142
l,1,-70.11507465,72.70523784,4,165
l,1,-69.84999306,68.08755993,3,584
l,2,-72.41439053,69.31696551,5,973
l,1,-70.53834384,69.22917302,4,912
l,2,-70.79789207,68.42368098,4,523
l,1,-71.82795449,70.52004101,4,851
l,2,-71.28735573,71.34525911,5,279
l,3,-70.44237825,67.94993435,5,1026
r,1,-71.40075773,71.1320193,5,1224
r,2,-71.49408257,67.88219191,4,81
l,3,-70.60962969,72.55254419,5,668
l,1,-70.44018431,68.67331504,6,28
l,2,-70.46861075,72.66684409,2,1110
l,1,-69.74547309,75.68751533,5,1308
r,1,-72.2356961,67.40541563,6,1026
l,3,-71.21589365,68.4234621,5,965
r,2,-71.62798228,71.314058,3,790
r,3,-72.06696601,70.13724651,4,340
r,3,-69.79743944,69.13663519,5,912
r,3,-72.0655553,70.04278041,5,912
r,3,-72.05498356,70.4020127,6,782
l,3,-72.50659665,68.68138978,6,1034
l,3,-70.02580562,68.6260089,4,523
l,3,-71.31141983,68.38427431,5,965
l,1,-69.96941885,73.1716948,4,1049
l,3,-70.43190122,72.4841714,4,668
r,2,-70.59675664,68.23913634,4,81
r,1,-69.8022958,73.81448107,2,599
r,2,-69.71224742,69.01826129,5,912
l,1,-72.01367847,70.59876374,4,851
l,2,-73.30681613,67.3292448,4,523
l,2,-68.13191073,69.61938948,4,965
l,2,-71.10545774,71.41828766,5,279
r,2,-70.02515656,68.61219655,6,28
l,1,-72.00576336,69.8169349,5,912
l,2,-72.48754222,68.57147991,5,1034
r,2,-70.74962681,69.14433763,4,470
r,1,-73.21785514,67.73504135,6,965
l,2,-71.15251331,71.37672654,6,1232
r,1,-70.36343491,68.67764126,4,523
r,2,-71.8249597,70.61895391,4,851
r,1,-71.27413228,71.44260996,5,279
l,3,-69.67684782,73.6863729,2,599
r,3,-72.30765983,69.6314533,6,28
r,2,-72.44591173,67.25816758,5,211
r,1,-69.73277318,74.09880612,5,1041
r,3,-70.30784901,69.06615934,3,470
l,1,-69.77291868,74.34650387,5,96
l,2,-70.62207357,71.86704324,3,721
l,2,-69.81916346,75.2805339,5,477
l,2,-70.7036772,71.83572119,3,721
l,1,-69.8329643,74.32516239,5,96
l,3,-70.41736285,67.80805536,5,1034
r,3,-69.84746028,73.30656017,5,1049
r,3,-70.94739388,69.05506528,6,28
l,3,-69.85854724,73.62054781,2,599
r,1,-71.20087119,71.47179899,5,279
r,2,-72.13154322,69.71314548,4,470
l,2,-72.31235339,68.49287901,5,1034
r,2,-69.33962964,69.66584008,4,851
r,1,-70.01564802,68.80499591,4,523
r,3,-70.27730237,67.49077945,4,142
l,1,-70.31431177,72.77824258,4,165
l,2,-69.88355483,74.99785569,4,35
l,1,-72.111703,69.86239166,5,912
l,1,-71.65199893,67.91564206,4,81
r,2,-70.34301336,68.72984291,6,28
l,1,-72.01059246,70.62141054,6,782
l,2,-71.33281809,68.21070967,4,523
l,2,-71.79443556,70.87526255,6,1224
l,2,-70.11376114,72.53448317,2,1110
r,2,-69.77016968,69.03897353,5,912
l,1,-72.40408213,69.47124999,6,28
l,3,-73.24612881,67.512925,5,965
l,3,-71.44334198,71.18594917,5,279
r,3,-69.86792143,69.16230477,5,912
r,3,-70.02320073,72.85190815,4,165
l,2,-71.62738375,71.31114249,4,790
r,3,-71.21578547,68.42090699,5,965
l,1,-72.23633716,67.40790497,5,1026
r,1,-69.72429755,75.68241481,4,1308
l,3,-73.27523959,66.97922148,5,81
l,3,-72.06690073,70.1399946,4,340
l,3,-69.79718427,69.13411103,5,912
l,1,-69.02473937,69.41135715,4,965
l,1,-68.86602383,69.72367444,5,20
r,3,-70.44209402,67.94752541,6,1026
r,2,-71.28724961,71.34271862,5,279
r,1,-71.8276708,70.52257271,4,851
r,2,-70.47204612,72.67067508,2,1110
l,2,-69.32065527,68.87820027,5,912
r,1,-70.44043498,68.67591218,6,28
l,2,-71.49259874,67.88544844,4,81
r,3,-70.59801466,72.55055572,5,668
r,2,-72.47239964,68.82682199,5,89
r,2,-72.24753263,68.46688657,5,1034
r,2,-71.27379251,71.42826329,6,1232
l,2,-69.13791215,69.59406182,3,851
l,1,-69.75484892,68.90044759,3,523
r,2,-68.86835895,69.63651619,5,20
r,2,-72.41392092,69.31963004,4,973
r,1,-70.54709582,69.23491833,4,912
l,3,-70.01484658,67.59118094,5,142
r,1,-70.11462012,72.70748705,4,165
l,3,-71.92516519,69.719053,4,470
r,2,-70.80533741,71.79359251,3,721
l,3,-70.32817411,68.81187153,6,28
l,1,-72.07121731,70.36374088,4,409
l,1,-69.9006583,75.48297758,4,866
l,1,-70.68115817,72.39668812,5,668
l,3,-70.01761189,68.6956963,6,28
r,2,-70.87613141,71.76594338,3,721
l,3,-70.70288037,69.21561842,4,470
l,3,-71.81789433,70.71067391,4,851
l,3,-70.15065278,67.54089174,4,142
r,2,-69.81863645,75.28459031,3,424
r,1,-73.30384517,67.1739446,5,81
r,1,-70.44633656,67.86768811,5,584
r,1,-71.90784515,69.77794509,5,912
r,1,-72.10910821,70.31655207,3,340
r,2,-68.61067743,69.72198862,4,20
l,1,-71.13165293,68.64583024,5,965
l,2,-72.28636162,69.77865343,6,470
l,1,-69.705608,68.91789826,4,523
r,2,-71.19770509,71.39752603,6,1232
r,3,-72.02525701,70.54386783,5,409
r,3,-70.51517569,72.5185692,4,668
r,2,-70.25284385,72.58841637,2,1110
l,2,-69.5506173,68.95852598,5,912
r,3,-69.78523856,68.19230889,4,1026
l,1,-68.57960086,69.81745565,5,20
l,1,-69.14222787,69.37187293,4,965
l,3,-69.70703481,69.1014737,5,912
r,1,-69.99618002,67.77299257,4,142
r,3,-69.54330929,68.79861459,4,523
r,3,-71.44323054,71.18330705,5,279
r,3,-73.24300925,67.51154301,5,965
l,3,-70.02348203,72.84956426,4,165
l,3,-69.87015067,69.16068215,5,912
r,2,-71.79503029,70.87225283,6,1224
l,1,-68.87924002,69.45976244,4,965
r,2,-71.32315319,68.21193288,4,523
l,3,-68.57089896,69.91413232,3,462
r,2,-70.45597602,71.66817469,5,279
r,1,-72.40396995,69.47397133,6,28
l,2,-69.77027394,69.03654566,5,912
r,2,-70.11365645,72.53693584,2,1110
l,2,-69.34008703,69.66357349,4,851
l,1,-70.01574826,68.80737254,4,523
l,2,-72.13129899,69.710341,5,470
r,2,-72.31224131,68.49560101,5,1034
l,1,-71.20061836,71.47438777,5,279
l,2,-70.34382631,68.72764587,6,28
r,1,-72.00871509,70.61949673,6,782
r,2,-69.88327629,74.99554743,4,35
r,1,-72.11141855,69.86495323,5,912
l,3,-70.27652391,67.4935946,4,142
r,1,-70.31456385,72.78076606,4,165
r,3,-70.41655065,67.81020682,5,1034
r,3,-71.98305875,70.6934183,6,1224
r,1,-69.81816271,74.32802477,5,96
r,2,-70.70392439,71.83305129,3,721
r,2,-69.81957197,75.27803547,4,477
r,3,-69.85791131,73.61832359,2,599
l,3,-70.9582973,69.05681673,6,28
l,2,-72.11943745,67.36996639,4,653
l,3,-69.84756309,73.30419018,5,1049
l,2,-72.44691004,67.25578038,5,211
l,3,-72.30777758,69.62872028,6,28
r,2,-70.62196703,71.86452089,3,721
r,1,-69.77158037,74.34461935,4,96
l,3,-70.30724419,69.06349133,4,470
l,1,-69.73322961,74.1010638,5,1041
r,2,-70.94043677,71.55412814,4,287
r,1,-72.00477207,69.81917437,5,912
l,2,-70.02455143,68.60952266,6,28
l,1,-71.27405631,71.44512931,5,279
l,1,-70.36247361,68.68044642,4,523
l,2,-71.825072,70.61624726,4,851
r,2,-71.15222752,71.37925067,6,1232
l,1,-73.21726413,67.73827012,5,965
r,2,-72.48689906,68.57398881,6,1034
l,2,-70.7509731,69.14233016,4,470
l,2,-69.71199752,69.01570709,5,912
l,1,-69.80204087,73.816954,2,599
r,3,-70.42984922,72.48586337,4,668
r,1,-71.07456183,68.91889333,6,28
r,1,-69.96967192,73.17421499,4,1049
r,2,-71.10570341,71.41556346,5,279
l,3,-68.8719718,69.81323751,3,462
r,1,-72.01321746,70.60123809,4,851
r,2,-73.30722559,67.3260114,4,523
l,1,-68.77343306,69.49469865,4,965
l,3,-72.05474319,70.40487753,6,782
l,3,-72.07309296,70.04337694,5,912
r,1,-70.27226451,67.6724985,4,142
r,3,-71.28495371,68.39254963,5,965
r,3,-70.02587859,68.62353263,4,523
r,3,-72.50648452,68.68408745,6,1034
r,2,-69.81659575,68.26893903,4,1026
r,3,-70.45131438,68.72300491,5,965
r,3,-70.07362599,67.94047318,6,89
r,3,-70.08350652,72.61492402,2,1110
l,3,-69.56196906,69.04944793,5,912
r,1,-71.75903484,70.49379875,4,851
l,1,-71.28749938,71.33656377,6,1232
r,2,-73.2410589,67.61821726,5,965
l,1,-72.47196113,68.46350828,5,1034
r,1,-69.9461512,68.49502054,6,28
l,2,-71.87628671,70.58057232,5,782
l,2,-71.96960791,69.89970487,5,912
l,1,-71.04862243,71.50082134,4,287
l,2,-70.06230211,72.77496191,4,165
r,3,-70.32146696,71.8881518,3,721
l,1,-70.30655356,68.96097003,5,965
l,2,-71.98388863,70.6843094,4,851
l,1,-73.2687811,67.45358352,4,523
l,1,-70.27091225,71.82991774,5,279
l,2,-69.90018429,73.23509348,4,1049
r,1,-70.03686801,72.67927995,4,165
l,3,-72.0673092,67.44610526,4,653
r,1,-70.01001869,68.5472604,4,81
l,2,-71.01437498,68.98596908,6,28
r,1,-69.90582697,68.99951194,5,912
r,2,-69.83544139,73.71460618,2,599
r,2,-68.13110224,69.61736214,4,965
l,3,-72.4989481,68.41848958,4,592
l,3,-70.72949292,72.2527993,4,218
r,3,-72.29226389,68.58671912,5,1034
l,3,-72.13238456,69.81000069,4,470
l,2,-69.4447044,76.45168937,3,858
r,2,-69.96120265,73.1498215,3,1102
r,3,-70.9505492,71.65110962,4,287
l,2,-70.19160877,67.61513533,4,142
l,3,-72.06431918,69.77989278,4,470
r,3,-71.10003001,71.45202165,6,1232
l,1,-70.48802447,68.11441908,6,1026
r,3,-71.80925168,70.76879092,6,1224
r,1,-70.31282809,69.14750818,4,912
r,1,-71.81787784,70.70032751,5,782
l,2,-72.31307593,69.53106699,6,28
l,3,-72.40606047,67.33799687,5,211
l,1,-69.90508011,69.10687955,5,965
l,1,-71.29104389,68.32239872,4,523
l,2,-72.07482682,69.94528091,5,912
r,1,-70.37863652,68.65289664,6,28
r,2,-71.30564501,71.3351384,5,279
r,1,-69.35106752,69.58375664,4,851
l,1,-71.4204422,68.0165764,5,1034
r,2,-71.17351949,68.53238076,5,965
r,3,-70.1474292,72.63870989,2,1110
l,3,-69.3040419,68.95833747,5,912
l,1,-70.69331336,71.9316299,3,721
r,3,-70.49357855,68.09898011,6,89
l,1,-69.86392601,75.35268594,5,477
r,3,-70.765296,68.6012883,5,965
r,3,-70.33607257,68.76695169,5,965
r,3,-70.82613564,68.3175481,4,523
l,2,-69.78074812,74.2560014,5,96
r,3,-70.47956635,72.7643569,2,1110
r,1,-72.36027208,67.3787664,5,653
r,2,-71.50696675,71.25262284,5,279
r,1,-72.29575154,69.68546774,5,470
l,1,-68.19217214,69.68183142,4,965
l,1,-68.96012945,69.69244743,5,20
l,2,-71.8942689,69.86734333,5,912
r,3,-69.70786034,75.59200496,4,866
l,2,-73.29394828,67.07575143,5,81
l,2,-70.41840595,67.7898707,5,584
l,2,-71.82411728,70.60283226,5,782
r,3,-70.58220313,71.78831726,3,721
r,1,-69.34234434,69.30141509,5,965
l,1,-70.54698363,72.08648836,3,226
r,1,-69.59759765,75.70411552,4,919
l,1,-70.51685028,71.73850244,5,279
l,2,-71.84735707,70.6257393,4,851
l,1,-70.4209038,68.65873642,4,523
l,2,-70.30360061,68.97197433,3,470
l,1,-69.70616433,69.17748393,4,965
r,2,-69.82801948,68.28133008,5,973
r,1,-69.7579146,68.94684582,5,912
r,1,-71.41842843,70.86521977,5,782
l,2,-70.55840757,68.80877076,6,28
r,1,-70.83154824,68.24081544,4,81
r,3,-69.13510307,69.46121051,4,20
r,3,-71.40177957,70.9409972,5,1224
r,3,-71.25608283,71.51551864,6,1232
l,2,-69.99682088,67.68651613,5,142
l,2,-69.67909473,75.75135846,4,1308
r,3,-71.19822828,71.49188867,6,1232
l,3,-72.51031265,68.64214639,6,904
l,3,-72.24022782,69.85790755,6,470
r,3,-71.33343641,68.1738861,5,1034
r,3,-69.00452419,69.50608239,4,20
l,2,-70.45342245,68.7689055,6,28
l,1,-70.45254318,72.57005933,2,1110
r,1,-69.70901993,68.92958836,5,912
l,1,-70.78399858,68.52134241,4,523
l,1,-69.79933857,69.14457911,4,965
r,2,-70.27285808,67.66589427,6,1034
l,2,-69.99971885,68.85991937,4,470
r,2,-70.51580167,68.01657586,6,89
r,3,-70.95225117,71.64296533,3,721
r,2,-71.37581667,71.0469292,5,1224
l,2,-70.061107,67.92271937,3,584
l,2,-71.9229031,67.70411757,4,81
r,2,-70.05946559,72.51704364,2,1110
l,1,-69.14602179,69.63013347,4,20
r,1,-70.92195368,69.11876452,4,470
l,1,-70.27227508,67.57333078,6,1034
r,2,-70.68702367,68.72387305,5,965
r,1,-69.13664579,69.51083642,2,851
r,2,-69.57234668,68.87523575,4,523
l,1,-72.49989004,68.73536903,6,89
r,2,-71.3743392,68.09564623,5,1034
r,2,-69.88729177,75.56889403,4,866
r,3,-70.30500887,72.69790703,2,1110
r,2,-72.0483802,70.45534535,5,409
r,2,-73.2161317,66.85117251,6,1026
r,3,-69.99526548,68.89440671,3,965
r,2,-67.65955689,47.70110253,5,844
l,1,-67.48020859,47.18269489,3,1172
r,2,-67.26791833,49.79441257,4,44
r,3,-67.65172812,47.39587861,4,1172
l,3,-67.48859008,47.08379642,3,730
r,1,-67.51172167,59.24699462,3,874
r,2,-67.66388841,48.73823993,3,1225
l,2,-67.93046473,44.76289176,3,143
r,3,-66.86267795,56.42972982,2,173
r,2,-67.14961223,55.98733683,2,943
r,2,-67.22979469,56.01118186,3,943
l,2,-67.97656168,44.74840521,3,143
l,3,-67.51720382,59.54896735,3,1141
l,1,-67.15503635,58.24449119,5,760
l,3,-67.54622634,47.10158373,3,730
r,2,-67.04324751,56.97266504,6,1057
l,2,-68.38059132,42.28300762,3,326
r,1,-67.17376077,48.96475605,3,1225
r,2,-67.21842823,49.77959833,4,44
l,1,-67.54087346,47.20091266,3,1172
l,3,-67.44081994,59.11254388,4,874
r,2,-67.674795,47.69639318,5,844
r,2,-67.53566928,59.41999252,2,1316
l,3,-67.55835731,61.37811452,3,74
l,3,-67.05168514,57.07218446,6,1324
l,1,-67.13043188,56.50793209,2,173
l,3,-67.60060091,47.90162716,4,1286
r,2,-65.88863204,54.18743993,3,1301
r,3,-67.65387677,47.36361595,3,402
r,3,-67.51090502,59.60766714,3,371
r,2,-66.26033893,55.98996703,2,1385
l,1,-67.65099505,48.01283214,3,1111
l,1,-67.6247918,47.53382933,3,402
l,3,-67.54164829,61.67677128,6,1133
r,1,-67.64775069,48.04399779,4,1286
r,3,-66.89566618,56.41984534,2,173
r,2,-67.03553007,49.70662241,4,1164
l,3,-67.95441206,44.63469233,5,471
r,3,-67.27008805,56.30758075,3,173
r,1,-67.585285,61.22982452,4,74
r,1,-67.06842038,56.92408863,5,1324
l,1,-67.03780185,49.38681174,3,989
r,2,-67.18140559,58.07337441,2,318
r,3,-67.4155547,47.43717952,3,402
l,2,-67.67144509,48.21888633,3,341
l,3,-67.65113669,47.88595314,4,1286
l,2,-67.73701837,45.08276908,4,585
r,1,-67.53632141,59.39859124,3,1141
r,2,-67.73261776,47.67861916,5,844
r,2,-67.66869072,47.84050451,4,669
l,1,-66.28098494,50.78047463,2,1103
r,3,-66.99786968,50.57031936,3,1370
r,3,-67.65524871,48.17558723,4,1111
r,2,-67.54123552,47.47759684,3,402
l,1,-67.39844025,60.32141043,5,1255
r,3,-67.62287284,47.63271134,4,844
r,3,-66.27270797,50.8783517,2,867
l,2,-67.04273272,56.99197304,6,1324
r,2,-67.02239057,49.46196437,3,989
l,2,-67.59201515,61.30911839,4,74
r,1,-67.74130377,45.15929992,4,585
l,1,-66.63604553,57.16997774,5,1057
r,3,-66.35276005,56.09133545,2,1385
l,1,-67.69541742,47.77217578,6,844
l,2,-67.34789542,46.96206472,2,730
r,3,-67.18963513,58.15385181,2,318
l,2,-67.54323371,59.47773925,3,1141
r,1,-65.90109962,54.51736918,5,356
r,3,-66.27219714,56.06836979,2,1385
l,2,-67.31206437,46.95129109,2,730
l,1,-68.38139235,42.27255923,5,654
r,3,-66.33164377,56.08530207,2,1385
l,1,-67.61835473,47.7432375,5,669
l,1,-65.8817675,54.26535899,4,1301
l,1,-66.65769116,57.16379477,6,1057
r,2,-67.17992708,56.41297837,2,173
r,2,-67.66195742,48.09809141,4,1111
r,3,-67.64761139,47.91369003,4,669
r,3,-67.65887222,47.62156491,5,844
l,3,-67.72554498,48.38177705,5,783
l,1,-67.29095124,49.71113248,4,1164
l,2,-67.64330737,47.96801998,4,1286
l,3,-67.65711116,48.14369082,3,341
r,1,-67.81659977,45.65544684,2,82
l,1,-66.99836741,50.57613803,2,1103
l,3,-67.88103787,48.33293675,5,783
r,3,-67.52157544,59.29295918,2,699
l,1,-67.24875779,55.93669575,3,943
r,3,-67.59875686,47.64017624,5,844
l,1,-67.09624456,57.96805749,2,318
r,1,-66.2814233,50.77824273,2,1103
r,3,-67.57330762,47.89063745,4,669
l,1,-67.76412163,48.78961318,3,1225
r,3,-67.24226265,49.86492714,4,44
r,2,-67.14014665,58.32022116,4,760
r,1,-67.59112827,48.58048895,5,783
l,3,-67.90068279,44.69171153,3,143
l,1,-67.0489063,57.05084818,6,1057
r,3,-67.12573561,56.05813931,2,943
l,2,-67.49014464,47.00517919,4,730
r,2,-67.55273837,47.28591157,3,1172
l,3,-68.06940386,43.08021121,4,265
r,3,-67.63164415,48.66868093,3,1225
l,1,-67.28920015,49.72029028,3,44
r,1,-67.23470945,49.9659072,5,486
r,3,-67.09615856,58.12575455,2,318
l,1,-67.44049597,59.10798003,2,699
r,3,-67.20928013,56.08327673,2,943
l,3,-67.96290926,44.67197803,3,143
r,1,-67.95785509,48.46800858,5,783
r,3,-67.15517534,49.83858095,4,44
l,1,-67.69478258,48.81081591,3,1225
r,1,-67.76985876,45.71615821,4,1294
l,1,-67.16148582,55.9107157,2,943
l,3,-67.77058096,48.36768829,5,783
r,2,-67.50802934,59.68772922,3,371
r,3,-67.06851092,56.88743745,6,1057
l,1,-67.81634632,45.65786208,2,82
r,3,-67.65701142,48.14147368,3,341
r,2,-67.64303081,47.96584613,4,1286
r,1,-67.29227773,49.70858453,4,1164
r,3,-67.72526934,48.37964414,5,783
l,3,-67.65861378,47.62386697,6,844
l,3,-67.64753238,47.91145515,4,669
l,2,-67.66223546,48.09588824,4,1111
l,2,-67.17984786,56.41521851,2,173
r,1,-66.65724357,57.16182349,6,1057
r,1,-65.8809668,54.26355789,3,1301
l,3,-67.23007479,48.79384459,2,1225
r,1,-67.6177269,47.74524453,4,669
l,3,-66.33209167,56.08339004,2,1385
r,1,-68.38111759,42.27473227,6,654
l,3,-67.15319466,58.14069044,2,318
l,3,-67.19008884,58.15178135,2,318
r,2,-67.34779833,46.96422907,2,730
r,1,-67.69691909,47.76954244,5,844
l,3,-66.3516108,56.08896877,2,1385
r,1,-67.69594967,47.76904332,4,669
r,1,-66.63612979,57.16784875,5,1057
l,1,-67.74139552,45.1613878,4,585
l,3,-66.27262458,50.87626689,2,867
l,3,-67.60071567,47.8969271,4,669
l,3,-67.62368019,47.63466885,5,844
r,1,-67.69156152,65.42093084,3,386
l,2,-67.02319713,49.46002589,3,989
r,1,-67.39851946,60.31913713,6,1255
l,2,-67.54097687,47.47985881,4,402
r,1,-67.16103552,55.91275672,2,943
l,3,-67.06843128,56.88964047,6,1057
l,2,-67.50812732,59.68992545,3,371
r,3,-67.77207785,48.36498636,5,783
r,1,-67.69538597,48.80844764,3,1225
l,3,-67.15615179,49.83675526,3,44
l,1,-67.77935338,45.71688034,4,1294
l,3,-67.20973061,56.08127776,2,943
r,1,-67.44075865,59.11016583,2,699
l,1,-67.95706525,48.47049458,5,783
r,3,-67.96280729,44.66978731,3,143
l,1,-67.23480894,49.96373465,4,486
l,3,-67.09572457,58.12343969,3,318
r,2,-67.55779908,47.02800659,3,730
l,2,-67.54325689,47.2808434,3,1172
l,3,-67.63086077,48.6711822,3,1225
r,1,-67.04863503,57.04879034,6,1057
r,3,-67.90005287,44.68969129,4,143
l,1,-67.59140057,48.58259146,5,783
l,3,-67.1261843,56.05618251,2,943
r,1,-67.09579493,57.9700811,2,318
l,3,-67.59850104,47.64248037,5,844
l,2,-67.14041913,58.31816336,4,760
l,3,-67.24217609,49.86272421,4,44
r,1,-67.76385017,48.78752455,3,1225
r,3,-67.88182564,48.33045446,5,783
r,1,-66.99827142,50.57398266,3,1103
r,1,-67.24866527,55.93877473,3,943
l,3,-67.52184918,59.29088117,2,699
l,2,-67.21638331,49.77682832,4,44
l,1,-67.17332116,48.96699814,2,1225
r,3,-67.44054919,59.11037792,3,874
r,1,-67.54077884,47.20305291,3,1172
r,2,-68.38067038,42.28071532,3,326
l,2,-67.04299005,56.97493328,6,1057
r,1,-67.15440917,58.24646803,4,760
r,3,-67.54594962,47.10372808,3,730
l,2,-67.23042167,56.00922957,2,943
r,2,-67.9764641,44.7462,3,143
r,3,-65.972732,52.53226588,2,36
l,3,-66.68022314,56.48524071,2,173
l,3,-66.86189207,56.43220693,2,173
r,2,-67.93001242,44.76079664,4,143
l,2,-67.14988646,55.98523969,2,943
l,3,-66.76618453,50.48968101,2,1103
l,1,-67.51908808,59.24694768,4,874
r,3,-67.48831458,47.08591155,4,730
l,3,-67.65306713,47.39409871,3,1172
r,2,-67.98235543,48.37948781,5,783
l,2,-67.44909118,59.18957439,2,699
l,2,-67.659476,47.7033253,5,844
l,2,-67.26801522,49.79225565,3,44
l,1,-67.53588436,59.39628006,3,1141
l,3,-67.65499377,48.17326595,4,1111
l,3,-66.99778941,50.56813773,4,1370
l,2,-67.66932076,47.83847072,5,669
l,2,-67.73200492,47.68100947,5,844
l,1,-67.56801198,64.16328011,3,950
r,2,-67.73692256,45.0806016,4,585
r,3,-67.65140205,47.88375814,4,1286
r,2,-67.67152638,48.21667154,3,341
l,3,-67.41476547,47.43960779,3,402
r,1,-67.03824152,49.38904219,3,989
l,1,-67.0685134,56.92200241,5,1324
l,1,-67.58485178,61.22743941,4,74
l,3,-67.27124847,56.30938334,3,173
l,2,-67.03562412,49.70877331,4,1164
l,3,-66.89576809,56.42208008,2,173
l,1,-67.64820677,48.04614711,4,1286
r,3,-67.54119519,61.67469694,5,1133
r,1,-67.62523125,47.53156542,3,402
r,3,-67.95431392,44.63687959,4,471
r,1,-67.65089715,48.01505098,3,1111
l,2,-67.2286886,58.08525827,2,318
l,3,-67.51171552,59.60969244,3,371
l,3,-67.65397173,47.36572647,4,402
l,2,-65.88888328,54.1894064,4,1301
r,3,-67.6008586,47.89936464,3,1286
r,1,-67.13175687,56.50539533,3,173
r,3,-67.05176438,57.07438885,6,1324
l,3,-66.27175785,56.06620525,2,1385
r,1,-67.34015055,58.77957099,3,1377
l,3,-66.70853955,56.7111451,3,882
l,1,-66.92619217,56.30785134,3,1118
r,1,-66.41299718,56.21670315,4,440
l,1,-67.19367582,49.17288039,4,547
l,2,-67.98404905,48.38119932,5,783
r,3,-67.56073761,61.14940957,3,249
